GBP/HKD
Date,Open Price,High Price,Low Price,Close Price
2023-01-04,9.34700,9.44500,9.34300,9.42100
2023-01-03,9.40000,9.43500,9.29900,9.34800
2023-01-02,9.43300,9.43900,9.39500,9.39900
2022-12-30,9.39700,9.44600,9.36600,9.44400
2022-12-29,9.36300,9.41000,9.36200,9.39700
2022-12-28,9.37800,9.44800,9.35300,9.36600
2022-12-27,9.41500,9.44600,9.36100,9.38300
2022-12-26,9.40900,9.42400,9.40700,9.41700
2022-12-23,9.38500,9.42800,9.37000,9.40400
2022-12-22,9.41900,9.46200,9.35100,9.38400
2022-12-21,9.48400,9.49200,9.39900,9.41900
2022-12-20,9.45400,9.50100,9.40600,9.48700
2022-12-19,9.45800,9.52200,9.43000,9.44800
2022-12-16,9.47000,9.50600,9.43100,9.44700
2022-12-15,9.65800,9.66000,9.45100,9.46900
2022-12-14,9.61300,9.67300,9.59500,9.65900
2022-12-13,9.54000,9.66900,9.52100,9.61000
2022-12-12,9.54100,9.56000,9.48700,9.53300
2022-12-09,9.52000,9.59100,9.50800,9.54500
2022-12-08,9.50600,9.53100,9.46200,9.52600
2022-12-07,9.43600,9.52400,9.42500,9.51200
2022-12-06,9.46500,9.52900,9.42800,9.43300
2022-12-05,9.56200,9.59600,9.44900,9.47400
2022-12-02,9.53100,9.57600,9.46000,9.57200
2022-12-01,9.42000,9.56400,9.40200,9.53300
2022-11-30,9.33600,9.43100,9.28900,9.41300
2022-11-29,9.34200,9.42000,9.32700,9.33100
2022-11-28,9.42500,9.46400,9.33300,9.34300
2022-11-25,9.45400,9.46900,9.42300,9.44800
2022-11-24,9.42100,9.48500,9.41800,9.45800
2022-11-23,9.28900,9.43800,9.28100,9.42200
2022-11-22,9.22500,9.30100,9.22000,9.28900
2022-11-21,9.30500,9.30600,9.18800,9.22300
2022-11-18,9.28200,9.34600,9.27900,9.29500
2022-11-17,9.32200,9.35000,9.20800,9.28500
2022-11-16,9.27200,9.33800,9.25400,9.32100
2022-11-15,9.20700,9.38200,9.20000,9.27800
2022-11-14,9.25600,9.26900,9.17900,9.21100
2022-11-11,9.18900,9.28900,9.13100,9.26900
2022-11-10,8.91700,9.20100,8.91100,9.18400
2022-11-09,9.05800,9.07500,8.89600,8.91100
2022-11-08,9.04000,9.10100,8.97200,9.06100
2022-11-07,8.87700,9.05700,8.86300,9.03600
2022-11-04,8.75800,8.93100,8.75000,8.92700
2022-11-03,8.93800,8.96200,8.75300,8.76000
2022-11-02,9.01600,9.07300,8.93700,8.93800
2022-11-01,8.99900,9.07400,8.97900,9.01100
2022-10-31,9.09400,9.11200,8.99400,8.99900
2022-10-28,9.07700,9.12000,9.02900,9.11300
2022-10-27,9.11800,9.13700,9.06600,9.07800
2022-10-26,8.99300,9.13000,8.97100,9.12200
2022-10-25,8.85200,9.02300,8.84900,9.00200
2022-10-24,8.93800,8.94400,8.83700,8.85300
2022-10-21,8.81800,8.87900,8.68500,8.86600
2022-10-20,8.80600,8.89200,8.76900,8.81700
2022-10-19,8.88900,8.91000,8.77900,8.80400
2022-10-18,8.92000,8.95200,8.83500,8.88600
2022-10-17,8.80900,8.97500,8.80300,8.91600
2022-10-14,8.89200,8.91000,8.75500,8.77400
2022-10-13,8.71300,8.92200,8.67900,8.89300
2022-10-12,8.61200,8.73300,8.57400,8.71100
2022-10-11,8.67700,8.77100,8.59700,8.61400
2022-10-10,8.70100,8.71700,8.65000,8.67800
2022-10-07,8.76400,8.80600,8.67800,8.70600
2022-10-06,8.87700,8.93100,8.73100,8.76300
2022-10-05,9.00200,9.01400,8.81300,8.88700
2022-10-04,8.88200,9.01500,8.85400,9.00200
2022-10-03,8.77800,8.89400,8.70100,8.88300
2022-09-30,8.73900,8.81400,8.65300,8.76000
2022-09-29,8.54100,8.72900,8.44700,8.72900
2022-09-28,8.42700,8.56100,8.27800,8.54200
2022-09-27,8.39000,8.50000,8.36200,8.42200
2022-09-26,8.48200,8.55700,8.15400,8.38200
2022-09-23,8.83200,8.84500,8.51100,8.51400
2022-09-22,8.85000,8.91200,8.79900,8.83100
2022-09-21,8.92900,8.93300,8.82800,8.84800
2022-09-20,8.97300,8.99400,8.91400,8.92900
2022-09-19,8.96300,8.97700,8.91200,8.97200
2022-09-16,8.99700,9.00800,8.90800,8.96200
2022-09-15,9.05700,9.06100,8.99500,8.99700
2022-09-14,9.01800,9.09200,9.01000,9.05600
2022-09-13,9.16600,9.20800,9.01900,9.02100
2022-09-12,9.12600,9.18700,9.10500,9.16500
2022-09-09,9.02700,9.13900,9.02600,9.09400
2022-09-08,9.05400,9.07100,8.99600,9.02500
2022-09-07,9.03800,9.05600,8.95500,9.05400
2022-09-06,9.04100,9.10900,9.02500,9.03900
2022-09-05,9.01300,9.04100,8.98200,9.04100
2022-09-02,9.05700,9.09400,9.02200,9.03800
2022-09-01,9.11600,9.11700,9.02300,9.05600
2022-08-31,9.14400,9.17300,9.10400,9.11700
2022-08-30,9.18500,9.22200,9.12200,9.14600
2022-08-29,9.20200,9.21300,9.14000,9.18600
2022-08-26,9.28500,9.32800,9.20400,9.21100
2022-08-25,9.25400,9.30300,9.24400,9.28600
2022-08-24,9.28600,9.28600,9.22500,9.25100
2022-08-23,9.22900,9.31300,9.19200,9.28500
2022-08-22,9.27600,9.28500,9.21500,9.22800
2022-08-19,9.35800,9.35900,9.25000,9.27900
2022-08-18,9.44800,9.47200,9.35100,9.35600
2022-08-17,9.48000,9.51200,9.43200,9.45000
2022-08-16,9.44800,9.50000,9.41700,9.48200
2022-08-15,9.50400,9.51700,9.44200,9.44800
2022-08-12,9.56700,9.57000,9.48200,9.50500
2022-08-11,9.58500,9.60600,9.55700,9.56800
2022-08-10,9.47600,9.62900,9.46900,9.58300
2022-08-09,9.48100,9.51800,9.46700,9.47600
2022-08-08,9.47100,9.52500,9.45500,9.48000
2022-08-05,9.54100,9.54700,9.42500,9.47400
2022-08-04,9.53400,9.56900,9.47300,9.54100
2022-08-03,9.54600,9.57900,9.50000,9.53100
2022-08-02,9.61700,9.63400,9.54400,9.54400
2022-08-01,9.55500,9.64700,9.54000,9.61600
2022-07-29,9.55500,9.60800,9.46900,9.55800
2022-07-28,9.54200,9.56600,9.50000,9.55600
2022-07-27,9.44100,9.56000,9.43600,9.54100
2022-07-26,9.45500,9.48600,9.39000,9.44100
2022-07-25,9.41900,9.48200,9.38800,9.45400
2022-07-22,9.41400,9.46100,9.35600,9.41900
2022-07-21,9.40100,9.41900,9.33500,9.41200
2022-07-20,9.42000,9.44600,9.38300,9.40100
2022-07-19,9.38100,9.44800,9.36000,9.41800
2022-07-18,9.31400,9.44000,9.31000,9.38000
2022-07-15,9.28100,9.31900,9.26700,9.31200
2022-07-14,9.33200,9.33400,9.23400,9.28100
2022-07-13,9.32900,9.38500,9.28500,9.33200
2022-07-12,9.33300,9.35000,9.26700,9.32900
2022-07-11,9.44200,9.44500,9.31500,9.33200
2022-07-08,9.43400,9.45700,9.35600,9.44000
2022-07-07,9.35400,9.43700,9.34300,9.43300
2022-07-06,9.37800,9.40200,9.31800,9.35100
2022-07-05,9.49600,9.51100,9.33700,9.37800
2022-07-04,9.49300,9.54200,9.48100,9.49200
2022-07-01,9.55100,9.55100,9.40000,9.49000
2022-06-30,9.51000,9.56100,9.48600,9.55000
2022-06-29,9.56100,9.57800,9.49800,9.51000
2022-06-28,9.62600,9.64000,9.55800,9.56000
2022-06-27,9.63100,9.67200,9.60400,9.62400
2022-06-24,9.62000,9.66100,9.61000,9.62800
2022-06-23,9.62600,9.64700,9.55000,9.62000
2022-06-22,9.63700,9.66400,9.54900,9.62600
2022-06-21,9.61300,9.66500,9.60800,9.63800
2022-06-20,9.59200,9.63400,9.57600,9.61300
2022-06-17,9.69400,9.69900,9.55500,9.59400
2022-06-16,9.55400,9.73000,9.45600,9.69400
2022-06-15,9.41600,9.57300,9.41200,9.55200
2022-06-14,9.52600,9.57300,9.37200,9.41600
2022-06-13,9.66000,9.66000,9.50500,9.52300
2022-06-10,9.80600,9.82100,9.65500,9.66500
2022-06-09,9.83900,9.85100,9.80000,9.80600
2022-06-08,9.87700,9.88100,9.82000,9.83600
2022-06-07,9.82800,9.88300,9.75600,9.87800
2022-06-06,9.79800,9.86400,9.78900,9.82800
2022-06-03,9.86200,9.87300,9.79400,9.79500
2022-06-02,9.79500,9.87100,9.78200,9.86400
2022-06-01,9.88500,9.89700,9.77500,9.79600
2022-05-31,9.92800,9.92900,9.85600,9.88500
2022-05-30,9.91400,9.93300,9.90200,9.92900
2022-05-27,9.89000,9.93900,9.87900,9.91300
2022-05-26,9.87400,9.90300,9.85100,9.89100
2022-05-25,9.83500,9.88000,9.79800,9.87200
2022-05-24,9.87500,9.88500,9.79000,9.83600
2022-05-23,9.79800,9.88600,9.79800,9.87800
2022-05-20,9.78800,9.80400,9.76400,9.80100
2022-05-19,9.68500,9.82200,9.68200,9.78700
2022-05-18,9.80300,9.80800,9.67700,9.68400
2022-05-17,9.67000,9.80800,9.66800,9.80300
2022-05-16,9.61600,9.67500,9.59000,9.66900
2022-05-13,9.57200,9.62400,9.54300,9.62400
2022-05-12,9.61500,9.61600,9.55000,9.57200
2022-05-11,9.66600,9.73000,9.60500,9.61400
2022-05-10,9.67700,9.71100,9.64900,9.66400
2022-05-09,9.68200,9.73500,9.62400,9.67700
2022-05-06,9.69900,9.71500,9.64100,9.68300
2022-05-05,9.91300,9.91300,9.67300,9.69800
2022-05-04,9.80400,9.91600,9.78300,9.91300
2022-05-03,9.80000,9.85700,9.78700,9.80700
2022-05-02,9.86900,9.88100,9.78800,9.79900
2022-04-29,9.77200,9.89400,9.77200,9.86300
2022-04-28,9.83800,9.85600,9.73800,9.77300
2022-04-27,9.86400,9.88400,9.80800,9.83900
2022-04-26,9.99800,10.01800,9.86000,9.86400
2022-04-25,10.07100,10.07100,9.96300,9.99900
2022-04-22,10.22200,10.22300,10.06100,10.07200
2022-04-21,10.24600,10.26600,10.21400,10.22100
2022-04-20,10.19200,10.25000,10.19200,10.24700
2022-04-19,10.20000,10.22500,10.17700,10.19300
2022-04-18,10.24000,10.24500,10.19700,10.20100
2022-04-15,10.25200,10.25300,10.23300,10.24200
2022-04-14,10.27900,10.30600,10.22300,10.25200
2022-04-13,10.18700,10.28100,10.16800,10.28000
2022-04-12,10.21100,10.22400,10.18200,10.18800
2022-04-11,10.21400,10.23200,10.18200,10.21100
2022-04-08,10.24500,10.24700,10.17700,10.21400
2022-04-07,10.23900,10.26800,10.22700,10.24600
2022-04-06,10.24100,10.26900,10.22500,10.23900
2022-04-05,10.27400,10.31200,10.23700,10.24000
2022-04-04,10.26800,10.29000,10.25900,10.27300
2022-04-01,10.29000,10.29800,10.25200,10.27000
2022-03-31,10.27900,10.31200,10.26200,10.28800
2022-03-30,10.25100,10.31500,10.24500,10.27900
2022-03-29,10.24900,10.29500,10.21700,10.25000
2022-03-28,10.31800,10.31800,10.23100,10.24800
2022-03-25,10.31400,10.34600,10.30000,10.32300
2022-03-24,10.32900,10.33500,10.29300,10.31300
2022-03-23,10.37600,10.40200,10.30700,10.32800
2022-03-22,10.30000,10.38200,10.27000,10.37700
2022-03-21,10.30600,10.33300,10.27000,10.29900
2022-03-18,10.27600,10.32100,10.25400,10.31200
2022-03-17,10.27600,10.32500,10.23100,10.27800
2022-03-16,10.20500,10.28400,10.19500,10.27800
2022-03-15,10.18000,10.23800,10.17800,10.20300
2022-03-14,10.20000,10.23700,10.17700,10.18000
2022-03-11,10.23600,10.26600,10.19700,10.20600
2022-03-10,10.30500,10.31400,10.23200,10.23200
2022-03-09,10.24300,10.31100,10.23100,10.31000
2022-03-08,10.24500,10.27200,10.23100,10.23900
2022-03-07,10.32700,10.33600,10.24200,10.24500
2022-03-04,10.43000,10.43200,10.31800,10.33800
2022-03-03,10.47000,10.48100,10.40900,10.43200
2022-03-02,10.41000,10.47200,10.37100,10.47100
2022-03-01,10.48400,10.49900,10.39500,10.41300
2022-02-28,10.40600,10.48800,10.40600,10.48600
2022-02-25,10.44200,10.48900,10.43600,10.47000
2022-02-24,10.57000,10.57300,10.36200,10.44000
2022-02-23,10.59800,10.62500,10.56400,10.56900
2022-02-22,10.61000,10.61100,10.56200,10.59800
2022-02-21,10.60300,10.63700,10.59800,10.60700
2022-02-18,10.61700,10.63700,10.58700,10.59900
2022-02-17,10.59400,10.63400,10.57300,10.61600
2022-02-16,10.55800,10.60800,10.55500,10.59400
2022-02-15,10.55300,10.58300,10.52200,10.56000
2022-02-14,10.57200,10.58400,10.53000,10.55600
2022-02-11,10.56600,10.61000,10.54500,10.57600
2022-02-10,10.54300,10.63000,10.53800,10.56800
2022-02-09,10.55600,10.58600,10.53600,10.54200
2022-02-08,10.54800,10.57200,10.52800,10.55700
2022-02-07,10.54300,10.55600,10.51100,10.54400
2022-02-04,10.59300,10.60700,10.52100,10.53500
2022-02-03,10.58300,10.61900,10.55000,10.59700
2022-02-02,10.53800,10.58900,10.53400,10.58000
2022-02-01,10.48300,10.54200,10.47400,10.53900
2022-01-31,10.43800,10.49200,10.43300,10.48100
2022-01-28,10.42200,10.46400,10.41600,10.44100
2022-01-27,10.48200,10.48500,10.40900,10.42100
2022-01-26,10.50900,10.52500,10.47000,10.48400
2022-01-25,10.49900,10.52300,10.46200,10.51300
2022-01-24,10.55100,10.56000,10.46300,10.50200
2022-01-21,10.58700,10.59000,10.54600,10.55200
2022-01-20,10.60100,10.63200,10.57700,10.58600
2022-01-19,10.59200,10.63100,10.58700,10.60100
2022-01-18,10.63000,10.64100,10.57400,10.59500
2022-01-17,10.64600,10.65800,10.62500,10.62700
2022-01-14,10.67200,10.69600,10.62600,10.64800
2022-01-13,10.67400,10.70800,10.66800,10.67100
2022-01-12,10.62700,10.68000,10.61600,10.67500
2022-01-11,10.57900,10.62800,10.57200,10.62700
2022-01-10,10.58800,10.60000,10.54900,10.58400
2022-01-07,10.55300,10.60000,10.55300,10.59600
2022-01-06,10.56600,10.57200,10.52300,10.55600
2022-01-05,10.54200,10.59700,10.53600,10.56800
2022-01-04,10.50900,10.56400,10.49100,10.54100
2022-01-03,10.54400,10.55200,10.47300,10.50800
2021-12-31,10.53000,10.56300,10.50100,10.54400
2021-12-30,10.51500,10.54100,10.49000,10.52900
2021-12-29,10.47600,10.52300,10.45200,10.51700
2021-12-28,10.48000,10.49700,10.46300,10.47300
2021-12-27,10.44400,10.48500,10.44300,10.48300
2021-12-24,10.45300,10.46200,10.44000,10.44300
2021-12-23,10.41300,10.47800,10.40500,10.45900
2021-12-22,10.34700,10.42100,10.32500,10.41600
2021-12-21,10.30100,10.35000,10.29400,10.35000
2021-12-20,10.33000,10.33100,10.27300,10.30300
2021-12-17,10.39600,10.40600,10.32200,10.32600
2021-12-16,10.34600,10.42800,10.33200,10.39400
2021-12-15,10.31900,10.36100,10.27900,10.34500
2021-12-14,10.31100,10.34000,10.29000,10.31700
2021-12-13,10.33800,10.34500,10.30300,10.30500
2021-12-10,10.30900,10.35100,10.28900,10.34200
2021-12-09,10.29200,10.30700,10.26700,10.30500
2021-12-08,10.32500,10.34000,10.27400,10.29500
2021-12-07,10.34400,10.36400,10.29700,10.32500
2021-12-06,10.30400,10.36100,10.30400,10.34400
2021-12-03,10.36300,10.37000,10.29500,10.31200
2021-12-02,10.34300,10.38800,10.34000,10.35900
2021-12-01,10.36900,10.39800,10.33100,10.34400
2021-11-30,10.38300,10.42300,10.30700,10.36900
2021-11-29,10.40100,10.42000,10.36200,10.38400
2021-11-26,10.38600,10.41500,10.35400,10.39700
2021-11-25,10.39100,10.40900,10.37300,10.38500
2021-11-24,10.42600,10.43000,10.38300,10.39200
2021-11-23,10.43000,10.44500,10.40000,10.42600
2021-11-22,10.48100,10.48300,10.42400,10.43200
2021-11-19,10.51100,10.52200,10.44600,10.47300
2021-11-18,10.50400,10.52200,10.48500,10.51300
2021-11-17,10.45500,10.50900,10.43400,10.50800
2021-11-16,10.44600,10.48800,10.43900,10.45500
2021-11-15,10.45400,10.47500,10.43900,10.44300
2021-11-12,10.41200,10.45800,10.40200,10.44800
2021-11-11,10.44400,10.46100,10.40800,10.41200
2021-11-10,10.56000,10.56400,10.44000,10.44100
2021-11-09,10.56300,10.59600,10.53300,10.56100
2021-11-08,10.49100,10.57100,10.47100,10.56300
2021-11-05,10.50400,10.51200,10.44900,10.50200
2021-11-04,10.65100,10.65800,10.48700,10.50300
2021-11-03,10.59400,10.65400,10.58900,10.65000
2021-11-02,10.63100,10.63300,10.58600,10.59300
2021-11-01,10.64400,10.65400,10.61400,10.63300
2021-10-29,10.72900,10.73400,10.63200,10.64100
2021-10-28,10.68600,10.74200,10.67200,10.72800
2021-10-27,10.70100,10.71500,10.66200,10.68600
2021-10-26,10.70100,10.75100,10.69300,10.70200
2021-10-25,10.69000,10.71700,10.68100,10.70100
2021-10-22,10.72200,10.73900,10.67500,10.68800
2021-10-21,10.74500,10.75200,10.70900,10.72300
2021-10-20,10.72300,10.75200,10.68400,10.74600
2021-10-19,10.67700,10.75400,10.67600,10.72300
2021-10-18,10.69700,10.70400,10.66200,10.67700
2021-10-15,10.63500,10.71000,10.63100,10.69100
2021-10-14,10.63000,10.68000,10.62300,10.63600
2021-10-13,10.57300,10.62800,10.56300,10.62500
2021-10-12,10.57300,10.60800,10.55800,10.57100
2021-10-11,10.60500,10.63900,10.56500,10.57400
2021-10-08,10.59700,10.62400,10.57500,10.59400
2021-10-07,10.57700,10.61300,10.56300,10.59700
2021-10-06,10.60600,10.61000,10.54500,10.57600
2021-10-05,10.59600,10.62200,10.57400,10.60500
2021-10-04,10.54700,10.61600,10.53600,10.59600
2021-10-01,10.49100,10.56500,10.45900,10.54300
